route,fare_class,price
DEL-HYD,Premium,6066
DEL-HYD,Business,19005
BLR-HYD,Economy,5239
BLR-HYD,Premium,8993
BLR-HYD,Business,10771
DEL-BOM,Economy,4669
DEL-BOM,Premium,7151
DEL-BOM,Business,16303
DEL-BLR,Economy,5972
DEL-BLR,Premium,6422
DEL-BLR,Business,13805
BOM-BLR,Economy,3097
BOM-BLR,Premium,7051
DEL-HYD,Economy,5223
DEL-HYD,Premium,8034
DEL-HYD,Business,17485
BLR-HYD,Economy,3739
BLR-HYD,Premium,9460
BLR-HYD,Business,17444
DEL-BOM,Economy,3505
DEL-BOM,Premium,7720
DEL-BOM,Business,12066
DEL-BLR,Economy,3450
DEL-BLR,Premium,6736
DEL-BLR,Business,15435
BOM-BLR,Economy,5002
BOM-BLR,Business,10116
DEL-HYD,Economy,5411
DEL-HYD,Premium,7798
DEL-HYD,Business,11586
BLR-HYD,Economy,5703
BLR-HYD,Premium,9879
BLR-HYD,Business,15527
DEL-BOM,Economy,4518
DEL-BOM,Business,14930
DEL-BLR,Economy,3907
DEL-BLR,Premium,9189
DEL-BLR,Business,19308
BOM-BLR,Economy,3860
BOM-BLR,Premium,9685
BOM-BLR,Business,17310
DEL-HYD,Economy,5324
DEL-HYD,Premium,8703
DEL-HYD,Business,18148
BLR-HYD,Economy,3475
BLR-HYD,Premium,6999
BLR-HYD,Business,15557
DEL-BOM,Economy,4256
DEL-BOM,Business,16895
DEL-BLR,Economy,5990
DEL-BLR,Premium,9795
DEL-BLR,Business,11162
BOM-BLR,Economy,3846
BOM-BLR,Premium,9283
BOM-BLR,Business,18210
DEL-HYD,Economy,3471
DEL-HYD,Premium,6944
DEL-HYD,Business,16172
BLR-HYD,Premium,7542
BLR-HYD,Business,17354
DEL-BOM,Economy,5529
DEL-BOM,Premium,7892
DEL-BOM,Business,15617
DEL-BLR,Business,15921
BOM-BLR,Economy,3294
BOM-BLR,Premium,9449
BOM-BLR,Business,19678
DEL-HYD,Economy,3768
DEL-HYD,Premium,8381
DEL-HYD,Business,14356
BLR-HYD,Economy,4316
BLR-HYD,Premium,9525
BLR-HYD,Business,18654
DEL-BOM,Economy,3584
DEL-BOM,Premium,9309
DEL-BOM,Business,12106
DEL-BLR,Economy,3703
DEL-BLR,Premium,8906
DEL-BLR,Business,12348
BOM-BLR,Economy,5147
BOM-BLR,Premium,7935
BOM-BLR,Business,18764
DEL-HYD,Economy,3178
DEL-HYD,Premium,9241
DEL-HYD,Business,14142
BLR-HYD,Economy,3407
BLR-HYD,Premium,7502
BLR-HYD,Business,14358
DEL-BOM,Economy,5213
DEL-BOM,Premium,6795
DEL-BOM,Business,13570
DEL-BLR,Economy,3042
DEL-BLR,Premium,7789
DEL-BLR,Business,12134
BOM-BLR,Economy,5536
BOM-BLR,Premium,6517
BOM-BLR,Business,16278
DEL-HYD,Economy,3003
DEL-HYD,Premium,9136
DEL-HYD,Business,15392
BLR-HYD,Economy,3802
BLR-HYD,Premium,7169
BLR-HYD,Business,19174
DEL-BOM,Economy,4434
DEL-BOM,Business,17279
DEL-BLR,Economy,3411
DEL-BLR,Premium,9697
DEL-BLR,Business,19549
BOM-BLR,Economy,4391
BOM-BLR,Premium,9759
BOM-BLR,Business,10399
DEL-HYD,Economy,5233
DEL-HYD,Premium,6236
DEL-HYD,Business,16051
BLR-HYD,Premium,9950
DEL-BOM,Economy,5459
DEL-BOM,Business,15999
DEL-BLR,Economy,5520
DEL-BLR,Premium,8507
DEL-BLR,Business,11094
BOM-BLR,Economy,4220
BOM-BLR,Premium,7458
BOM-BLR,Business,11354
DEL-HYD,Economy,4144
DEL-HYD,Premium,8848
DEL-HYD,Business,16930
BLR-HYD,Economy,4732
BLR-HYD,Premium,9706
BLR-HYD,Business,14868
DEL-BOM,Economy,4151
DEL-BOM,Premium,8190
DEL-BOM,Business,19524
DEL-BLR,Economy,5048
DEL-BLR,Premium,8018
DEL-BLR,Business,11438
BOM-BLR,Premium,8312
DEL-HYD,Premium,6416
BLR-HYD,Economy,5024
BLR-HYD,Premium,6412
BLR-HYD,Business,14353
DEL-BOM,Economy,4279
DEL-BOM,Premium,8237
DEL-BOM,Business,12675
DEL-BLR,Economy,4250
DEL-BLR,Premium,6637
DEL-BLR,Business,14757
BOM-BLR,Economy,5465
BOM-BLR,Premium,8697
BOM-BLR,Business,19835
DEL-HYD,Economy,5718
DEL-HYD,Premium,6271
DEL-HYD,Business,15985
BLR-HYD,Economy,5282
BLR-HYD,Premium,7105
BLR-HYD,Business,15985
DEL-BOM,Economy,4804
DEL-BOM,Premium,8700
DEL-BOM,Business,11258
DEL-BLR,Economy,5866
DEL-BLR,Premium,6126
DEL-BLR,Business,14392
BOM-BLR,Economy,3041
BOM-BLR,Business,19923
DEL-HYD,Economy,4842
DEL-HYD,Premium,9490
DEL-HYD,Business,14328
BLR-HYD,Business,10724
DEL-BOM,Economy,3711
DEL-BOM,Business,18116
DEL-BLR,Premium,8754
DEL-BLR,Business,16773
BOM-BLR,Business,19931
DEL-HYD,Economy,3660
DEL-HYD,Premium,8725
DEL-HYD,Business,15642
BLR-HYD,Economy,3670
BLR-HYD,Premium,6429
BLR-HYD,Business,11746
DEL-BOM,Economy,5620
DEL-BOM,Premium,9906
DEL-BOM,Business,12500
DEL-BLR,Economy,3850
DEL-BLR,Business,13873
BOM-BLR,Economy,4120
BOM-BLR,Business,16030
DEL-HYD,Economy,5796
DEL-HYD,Premium,9576
DEL-HYD,Business,14373
BLR-HYD,Economy,3749
BLR-HYD,Premium,8609
BLR-HYD,Business,16203
DEL-BOM,Premium,7210
DEL-BOM,Business,11846
DEL-BLR,Economy,5496
DEL-BLR,Premium,8177
DEL-BLR,Business,11744
BOM-BLR,Economy,5995
BOM-BLR,Premium,9282
BOM-BLR,Business,14779
DEL-HYD,Economy,5627
DEL-HYD,Premium,7627
DEL-HYD,Business,19127
BLR-HYD,Economy,4714
BLR-HYD,Premium,9547
BLR-HYD,Business,12305
DEL-BOM,Economy,3389
DEL-BOM,Premium,6682
DEL-BOM,Business,10027
DEL-BLR,Economy,5327
DEL-BLR,Premium,7068
DEL-BLR,Business,19514
BOM-BLR,Economy,4647
BOM-BLR,Premium,9801
BOM-BLR,Business,10899
DEL-HYD,Economy,4744
DEL-HYD,Premium,8375
DEL-HYD,Business,18149
BLR-HYD,Economy,3605
BLR-HYD,Premium,9205
BLR-HYD,Business,14901
DEL-BOM,Economy,3948
DEL-BOM,Premium,9250
DEL-BLR,Economy,5401
DEL-BLR,Premium,9348
DEL-BLR,Business,12369
BOM-BLR,Economy,4066
BOM-BLR,Premium,6887
BOM-BLR,Business,10419
DEL-HYD,Economy,5614
DEL-HYD,Premium,8124
DEL-HYD,Business,11208
BLR-HYD,Economy,4331
BLR-HYD,Premium,9448
BLR-HYD,Business,13543
DEL-BOM,Economy,3419
DEL-BOM,Premium,7766
DEL-BOM,Business,11194
DEL-BLR,Economy,3810
DEL-BLR,Premium,9680
DEL-BLR,Business,14624
BOM-BLR,Economy,3277
BOM-BLR,Premium,6579
BOM-BLR,Business,16141
DEL-HYD,Economy,4873
DEL-HYD,Premium,6941
DEL-HYD,Business,12451
BLR-HYD,Economy,4866
BLR-HYD,Premium,7520
BLR-HYD,Business,14089
DEL-BOM,Economy,5472
DEL-BOM,Premium,6154
DEL-BOM,Business,18703
DEL-BLR,Economy,5313
DEL-BLR,Premium,7283
DEL-BLR,Business,13400
BOM-BLR,Economy,4223
BOM-BLR,Premium,7350
BOM-BLR,Business,15177
DEL-HYD,Economy,3476
DEL-HYD,Premium,9915
DEL-HYD,Business,11432
BLR-HYD,Economy,3239
BLR-HYD,Premium,8162
BLR-HYD,Business,11168
DEL-BOM,Economy,5713
DEL-BOM,Premium,8428
DEL-BOM,Business,19613
DEL-BLR,Economy,5807
DEL-BLR,Business,10599
BOM-BLR,Economy,5512
BOM-BLR,Premium,6686
BOM-BLR,Business,17023
DEL-HYD,Economy,5112
DEL-HYD,Premium,9380
DEL-HYD,Business,19745
BLR-HYD,Economy,5689
BLR-HYD,Premium,8249
BLR-HYD,Business,11608
DEL-BOM,Economy,4041
DEL-BOM,Premium,6339
DEL-BOM,Business,14169
DEL-BLR,Economy,5163
DEL-BLR,Premium,7245
DEL-BLR,Business,12711
BOM-BLR,Economy,3990
BOM-BLR,Premium,7406
BOM-BLR,Business,15024
DEL-HYD,Premium,8451
DEL-HYD,Business,16577
BLR-HYD,Economy,3163
BLR-HYD,Premium,8065
BLR-HYD,Business,18103
DEL-BOM,Economy,4348
DEL-BOM,Premium,9922
DEL-BLR,Economy,4070
DEL-BLR,Premium,6994
DEL-BLR,Business,14767
BOM-BLR,Economy,3095
BOM-BLR,Premium,7949
BOM-BLR,Business,14874
DEL-HYD,Economy,3548
DEL-HYD,Business,18535
BLR-HYD,Economy,5058
BLR-HYD,Premium,9285
BLR-HYD,Business,19979
DEL-BOM,Economy,5156
DEL-BOM,Business,17356
DEL-BLR,Economy,5112
DEL-BLR,Premium,7524
DEL-BLR,Business,16171
BOM-BLR,Economy,5110
BOM-BLR,Business,17257
DEL-HYD,Economy,4778
DEL-HYD,Premium,9433
DEL-HYD,Business,13947
BLR-HYD,Economy,3818
BLR-HYD,Premium,6577
BLR-HYD,Business,13176
DEL-BOM,Economy,3722
DEL-BOM,Premium,9569
DEL-BOM,Business,11533
DEL-BLR,Economy,4020
DEL-BLR,Premium,9303
DEL-BLR,Business,17877
BOM-BLR,Economy,4502
BOM-BLR,Premium,6915
BOM-BLR,Business,15447
DEL-HYD,Economy,3584
DEL-HYD,Premium,9855
DEL-HYD,Business,11892
BLR-HYD,Economy,5429
BLR-HYD,Premium,8519
BLR-HYD,Business,15689
DEL-BOM,Premium,9214
DEL-BOM,Business,17903
DEL-BLR,Economy,5739
DEL-BLR,Premium,9368
DEL-BLR,Business,12599
BOM-BLR,Business,15380
DEL-HYD,Premium,6655
DEL-HYD,Business,12846
BLR-HYD,Economy,5526
BLR-HYD,Premium,7341
BLR-HYD,Business,17056
DEL-BOM,Economy,5736
DEL-BOM,Premium,9185
DEL-BOM,Business,15442
DEL-BLR,Premium,9236
DEL-BLR,Business,14723
BOM-BLR,Economy,4548
BOM-BLR,Premium,7876
BOM-BLR,Business,13375
DEL-HYD,Economy,5750
DEL-HYD,Premium,6895
DEL-HYD,Business,12182
BLR-HYD,Economy,4583
BLR-HYD,Premium,7522
BLR-HYD,Business,14887
DEL-BOM,Economy,5048
DEL-BOM,Premium,8313
DEL-BOM,Business,15078
DEL-BLR,Economy,5775
DEL-BLR,Business,18401
BOM-BLR,Premium,6877
BOM-BLR,Business,12523
DEL-HYD,Premium,8449
DEL-HYD,Business,15333
BLR-HYD,Economy,3223
BLR-HYD,Business,16518
DEL-BOM,Economy,3610
DEL-BOM,Premium,6916
DEL-BOM,Business,12146
DEL-BLR,Economy,3440
DEL-BLR,Premium,6767
DEL-BLR,Business,13894
BOM-BLR,Economy,4271
BOM-BLR,Premium,7083
BOM-BLR,Business,19355
DEL-HYD,Economy,4351
DEL-HYD,Premium,8210
DEL-HYD,Business,10189
BLR-HYD,Economy,3295
BLR-HYD,Premium,8907
DEL-BOM,Economy,3127
DEL-BOM,Premium,8395
DEL-BOM,Business,13513
DEL-BLR,Economy,4714
DEL-BLR,Premium,8247
DEL-BLR,Business,11548
BOM-BLR,Economy,5333
BOM-BLR,Premium,7006
BOM-BLR,Business,17210
DEL-HYD,Economy,3526
DEL-HYD,Premium,8786
DEL-HYD,Business,19059
BLR-HYD,Economy,5130
BLR-HYD,Premium,8299
BLR-HYD,Business,17873
DEL-BOM,Economy,4955
DEL-BOM,Business,16549
DEL-BLR,Economy,3227
DEL-BLR,Premium,6877
DEL-BLR,Business,11986
BOM-BLR,Economy,4607
BOM-BLR,Premium,6305
BOM-BLR,Business,12121
DEL-HYD,Economy,4608
DEL-HYD,Premium,9000
DEL-HYD,Business,18645
BLR-HYD,Economy,3618
BLR-HYD,Premium,9036
BLR-HYD,Business,17265
DEL-BOM,Economy,4071
DEL-BOM,Premium,9556
DEL-BOM,Business,13094
DEL-BLR,Economy,3962
DEL-BLR,Premium,6372
DEL-BLR,Business,19796
BOM-BLR,Premium,8897
DEL-HYD,Economy,3131
DEL-HYD,Premium,8420
DEL-HYD,Business,10807
BLR-HYD,Economy,4181
BLR-HYD,Premium,7934
BLR-HYD,Business,10079
DEL-BOM,Economy,5966
DEL-BOM,Premium,6218
DEL-BOM,Business,10140
DEL-BLR,Economy,4630
DEL-BLR,Premium,9725
DEL-BLR,Business,12552
BOM-BLR,Economy,4537
BOM-BLR,Premium,9025
BOM-BLR,Business,14807
DEL-HYD,Economy,4537
DEL-HYD,Premium,9920
DEL-HYD,Business,17738
BLR-HYD,Economy,3332
BLR-HYD,Premium,7565
BLR-HYD,Business,11158
DEL-BOM,Economy,3534
DEL-BOM,Premium,9008
DEL-BOM,Business,19644
DEL-BLR,Economy,4039
DEL-BLR,Premium,9466
DEL-BLR,Business,17271
BOM-BLR,Economy,3166
BOM-BLR,Premium,8930
BOM-BLR,Business,19743
DEL-HYD,Economy,3560
DEL-HYD,Premium,6311
DEL-HYD,Business,16728
BLR-HYD,Premium,6118
BLR-HYD,Business,10586
DEL-BOM,Economy,4529
DEL-BOM,Premium,7870
DEL-BOM,Business,16276
DEL-BLR,Premium,7770
DEL-BLR,Business,11479
BOM-BLR,Economy,3370
BOM-BLR,Premium,6230
BOM-BLR,Business,16421
DEL-HYD,Economy,5100
DEL-HYD,Premium,8205
DEL-HYD,Business,17188
BLR-HYD,Economy,5808
BLR-HYD,Premium,9913
